Feedback,Sentiment Label,Ratings,Sentiment
"['it', 'a', 'bad', 'practic', 'for', 'the', 'hospit', 'to', 'collect', 'the', 'fee', 'in', 'advanc', 'so', 'patient', 'be', 'alert', 'while', 'select', 'your', 'doctor']",0,1,-0.6999999999999998
"['not', 'everi', 'bodi', 'is', 'like', 'that', 'i', 'have', 'been', 'busi', 'all', 'these', 'year', 'and', 'now', 'got', 'free', 'time', 'and', 'thought', 'of', 'share', 'my', 'experi']",1,3,0.4
"['some', 'of', 'the', 'doctor', 'are', 'veri', 'good']",1,5,0.7
"['but', 'some', 'of', 'them', 'are', 'are', 'realli', 'terribl', 'especi', 'the', 'one', 'who', 'are', 'in', 'emerg']",1,3,0.0
"['i', 'had', 'a', 'veri', 'good', 'repo', 'for', 'forti', 'hospit', 'but', 'no', 'more', '', 'they', 'are', 'good', 'for', 'themselv', 'good', 'for', 'make', 'money', 'for', 'them', 'by', 'employ', 'such', 'doctor', '']",0,1,0.37
"['and', 'walk', 'from', 'the', 'car', 'park', 'to', 'the', 'hospit', 'feel', 'like', 'a', 'dungeon', 'under', 'rattl', 'pipe', 'next', 'to', 'pump', 'room', 'and', 'what', 'not', 'truli', 'scari']",0,2,0.0
"['also', 'minimum', 'car', 'park', 'charg', 'of', '₹60', 'wa', 'pure', 'loot', 'id', 'bare', 'left', 'the', 'car', 'for', '5', 'min', 'there', 'and', 'still', 'had', 'to', 'pay', '60']",1,3,0.0880952380952381
"['administr', 'servic', 'is', 'so', 'irrespons', 'for', 'orthopaed', 'depart', 'inspit', 'of', 'collect', 'token', 'they', 'have', 'not', 'bill', 'me', 'for', 'hr']",0,2,0.0
"['i', 'took', 'an', 'appoint', 'for', '11', 'am', 'and', 'it', 'now', '1230', 'pm', 'but', 'still', 'didnt', 'got', 'to', 'see', 'doctor', 'the', 'ladi', 'in', 'recept', 'are', 'so', 'rude', 'that', 'they', 'do', 'not', 'care', 'if', 'the', 'patient', 'is', 'suffer', 'due', 'to', 'their', 'delay', 'in', 'bill', 'they', 'work', 'so', 'slow', 'that', 'patient', 'ha', 'to', 'wait', 'for', 'so', 'long']",0,2,-0.19375000000000003
"['dr', 'rajpal', 'in', 'cardiologist', 'depart', 'thi', 'whole', 'forti', 'hospit', 'and', 'the', 'app', 'myforti', 'is', 'a', 'total', 'scam', 'they', 'took', 'the', 'appoint', 'fee', 'even', 'when', 'the', 'appoint', 'wa', 'cancel', 'they', 'havent', 'refund', 'the', 'amount', 'back', 'from', '12th', 'juli', 'to', 'thi', 'novemb', 'i', 'have', 'not', 'got', 'the', 'refund']",0,2,0.06666666666666667
"['i', 'mean', 'if', 'you', 'are', 'so', 'backdat', 'and', 'illiter', 'that', 'you', 'dont', 'even', 'know', 'that', 'account', 'statement', 'pdf', 'and', 'physic', 'passbook', 'would', 'show', 'same', 'record', 'then', 'whi', 'even', 'are', 'you', 'tri', 'to', 'get', 'an', 'app', 'for', 'your', 'hospit']",0,2,-0.15625
"['worst', 'hospit', 'simpli', 'loot', 'peopl', 'with', 'too', 'high', 'charg', 'in', 'emerg', 'there', 'wa', 'onli', '1', 'nurs', 'who', 'wa', 'not', 'abl', 'to', 'handl', 'all', 'in', 'bill', 'there', 'is', 'onli', 'one', 'person', 'sit', 'caus', 'inconveni', 'to', 'huge', 'queue', 'onli', 'go', 'there', 'if', 'you', 'have', 'too', 'much', 'money']",0,2,-0.05999999999999997
"['highli', 'disappoint', 'for', 'secur', 'servic', 'veri', 'arrog', 'speak', 'for', 'all', 'secur', 'and', 'admiss', 'counter', 'are', 'veri', 'wast', 'for', 'custom', 'support', 'not', 'given', 'solut', 'for', 'ward', 'book', 'bill', 'manag', 'ram', 'is', 'veri', 'careless', 'speak', 'for', 'custom', 'not', 'given', 'proper', 'solut']",0,1,-0.25
"['i', 'paid', 'almost', '20', 'lack', 'for', 'last', 'one', 'year', 'but', 'last', 'week', 'i', 'am', 'veri', 'disappoint', 'for', 'admiss', 'counter', 'and', 'bill', 'manag', 'and', 'secur']",0,2,0.0
"['one', 'of', 'the', 'worst', 'hospit', 'in', 'entir', 'india', 'doctor', 'visit', 'for', 'inpati', 'onli', 'onc', 'a', 'day', 'with', 'utter', 'non', 'sens', 'knowledg', 'unprofession', 'nurs', 'and', 'administr', 'who', 'treat', 'patient', 'like', 'materi', 'expens', 'is', 'pathet', 'who', 'take', '50k', 'for', 'just', 'investig', 'of', 'the', 'patient']",0,1,-0.5
"['last', 'but', 'not', 'least', 'dr', 'balaji', 'and', 'dr', 'ravindra', 'were', 'excel', 'and', 'they', 'deserv', 'to', 'work', 'in', 'a', 'better', 'hospit', 'who', 'valu', 'patient', 'better']",1,5,0.2875
"['one', 'of', 'the', 'worst', 'hospit', 'with', 'one', 'or', 'the', 'worst', 'servic']",0,2,-1.0
"['they', 'don’t', 'care', 'about', 'patient', 'all', 'they', 'care', 'about', 'is', 'money', 'i', 'want', 'to', 'get', 'a', 'few', 'blood', 'test', 'done', 'i', 'tri', 'contact', 'their', 'health', 'check', 'up', 'depart', 'but', 'nobodi', 'answer', 'when', 'we', 'call', 'the', 'custom', 'servic', 'they', 'say', 'call', 'the', 'health', 'check', 'up', 'depart', 'i', 'had', 'made', 'atleast', '15', 'call', 'and', 'went', 'off', 'without', 'an', 'answer']",0,2,-0.2
"['sinc', 'it', 'wa', 'import', 'that', 'the', 'test', 'be', 'done', 'in', 'thi', 'particular', 'hospit', 'onli', 'i', 'went', 'there', 'which', 'is', 'around', '8', 'km', 'from', 'my', 'hous', 'to', 'take', 'an', 'appoint', 'but', 'there', 'also', 'i', 'wa', 'given', 'a', 'contact', 'number', 'again', 'which', 'no', 'one', 'pick', 'up']",0,1,0.16666666666666666
"['one', 'of', 'the', 'worst', 'hospit', 'my', 'mother', 'wa', 'admit', 'she', 'wa', 'have', 'eject', 'fraction', 'of', 'the', 'heart', 'of', '35℅', 'but', 'they', 'gave', 'fals', 'inform', 'say', '15℅', 'in', 'the', 'report', 'and', 'the', 'cardiologist', 'doctor', 'venkatesh', 'call', 'us', 'in', 'enquir', 'about', 'our', 'financi', 'inform', '']",0,2,-1.0
"['doctor', 'appear', 'to', 'care', 'more', 'about', 'follow', 'administr', 'procedur', 'rather', 'than', 'heal', 'pharmaci', 'is', 'not', 'effici', 'and', 'doe', 'not', 'sell', 'medicin', 'accord', 'to', 'dosag', 'they', 'onli', 'care', 'about', 'maxim', 'profit', 'by', 'sell', 'medicin', 'in', 'full', 'strip', 'instead', 'of', 'how', 'much', 'patient', 'need']",0,1,0.35000000000000003
"['veri', 'poor', 'servic', 'i', 'got', 'my', 'blood', 'cultur', 'done', 'on', '9th', 'june', '2023', 'till', 'now', 'no', 'report', 'i', 'got', 'admit', 'also', 'i', 'must', 'say', 'it', 'is', 'one', 'of', 'the', 'most', 'pathet', 'hospit', 'the', 'doctor', 'don’t', 'come', 'the', 'nurs', 'have', 'to', 'be', 'remind', 'to', 'give', 'medicin', 'the', 'food', 'is', 'pathet', 'it', 'stink', 'think', 'twice']",0,2,0.04999999999999999
"['went', 'for', 'a', 'equip', 'servic', 'in', 'the', 'hospit', 'the', 'secur', 'in', 'back', 'gate', 'are', 'veri', 'unprofession']",0,1,0.0
"['highli', 'disappoint', 'for', 'secur', 'servic', 'veri', 'arrog', 'speak', 'for', 'all', 'secur', 'and', 'admiss', 'counter', 'are', 'veri', 'wast', 'for', 'custom', 'support', 'not', 'given', 'solut', 'for', 'ward', 'book', 'bill', 'manag', 'ram', 'is', 'veri', 'careless', 'speak', 'for', 'custom', 'not', 'given', 'proper', 'solut']",0,2,-0.25
"['i', 'paid', 'almost', '20', 'lack', 'for', 'last', 'one', 'year', 'but', 'last', 'week', 'i', 'am', 'veri', 'disappoint', 'for', 'admiss', 'counter', 'and', 'bill', 'manag', 'and', 'secur']",0,1,0.0
"['met', 'dr', 'niti', 'raizada', 'for', 'treatment', 'of', 'micosi', 'fungoid', 'the', 'team', 'attend', 'us', 'veri', 'well', 'my', 'husband', 'had', 'secondari', 'infect', 'and', 'it', 'wa', 'taken', 'care', 'well', 'nurs', 'servic', 'and', 'hospit', 'wa', 'veri', 'good']",1,5,0.7
"['all', 'servic', 'are', 'good', 'doctor', 'and', 'nurs', 'are', 'veri', 'good', 'dr', 'mohan', 'keshavamurthi', 'is', 'an', 'amaz', 'doctornurs', 'joseena', 'ha', 'help', 'us', 'whenev', 'we', 'need', 'hospit', 'is', 'clean', 'and', 'well', 'maintain']",1,5,0.5888888888888889
"['dr', 'rajpal', 'singh', '', 'dr', 'jyothi', 'are', 'the', 'best', 'doctor', 'they', 'brought', 'faith', 'in', 'us', 'their', 'approach', 'toward', 'us', 'is', 'human', 'and', 'are', 'regularli', 'avail', 'show', 'us', 'utmost', 'care', 'over', 'all', 'had', 'a', 'veri', 'pleasant', 'experi', 'everyth', 'is', 'maintain', 'well', 'grate', 'to', 'all', 'the', 'nurs', 'who', 'have', 'help', 'me', 'recov']",1,5,0.5777777777777778
"['dr', 'prasanth', 'kesari', 'treat', 'the', 'patient', 'well', 'and', 'oper', 'my', 'daughter', 'finger', 'injuri', 'veri', 'well', 'and', 'we', 'are', 'satisfi', 'with', 'it', 'nurs', 'anju', 'sneha', 'anshu', 'dhaya', 'were', 'veri', 'kind', 'and', 'care']",1,5,0.6
"['dr', 'ajay', 'rao', 'is', 'an', 'excel', 'oncologistw', 'are', 'amaz', 'with', 'hi', 'treatment', 'and', 'care', 'given', 'to', 'my', 'mothernurs', 'servic', 'is', 'wonder', 'by', 'ms', 'ankamma', 'and', 'ms', 'sai', 'rahithya', 'all', 'the', 'staff', 'here', 'are', 'veri', 'support', 'mental', 'especi', 'ms', 'kavitha', 'slmshe', 'help', 'us', 'in', 'everi', 'step', 'of', 'the', 'treatmentspeci', 'thank', 'to', 'her', '']",1,5,-0.1
"['dr', 'shivananda', 'patil', 'is', 'extraordinary3rd', 'floor', 'icu', 'bro', 'manikandan', 'd', 'si', 'soumya', 'are', 'superb', 'nurs', 'clean', 'staff', 'in', 'icu', 'and', '6th', 'floor', 'are', 'do', 'good', 'job', 'thank', 'you', 'for', 'your', 'wonder', 'servic', 'thank', 'you', 'dr', 'shivanand', 'patil', 'sir']",1,5,0.6888888888888888
"['dr', 'sheela', 'chakravarthi', 'is', 'like', 'mu', 'famili', 'doctor', 'we', 'alway', 'consult', 'her', 'regard', 'ani', 'issu', 'of', 'my', 'famili', 'veri', 'gentl', 'and', 'kind', 'nurs', 'staff', 'are', 'extrem', 'help', 'and', 'on', 'time', 'everyth', 'went', 'well', 'thank', 'to', 'doctor', 'and', 'her', 'team']",1,5,0.6
"['dr', 'naveen', 'd', 'is', 'realli', 'experienc', 'doctor', '', 'my', 'mother', 'knee', 'replac', 'done', 'by', 'him', 'he', 'as', 'done', 'a', 'good', 'job', 'we', 'are', 'veri', 'satisfi', 'with', 'hi', 'team', '', 'thank', 'you', 'sir', 'for', 'your', 'and', 'team', 'outstand', 'care', 'and', 'support']",1,5,0.7
"['treatment', 'by', 'dr', 'suresh', 'babu', 'is', 'veri', 'good', 'we', 'have', 'come', 'for', 'chemotherapi', 'day', 'care', 'treatment', 'the', 'servic', 'are', 'excel', 'and', 'we', 'are', 'veri', 'happi', '', 'staff', 'are', 'veri', 'cooper', 'and', 'kind', 'happi', 'with', 'forti']",1,4,0.6499999999999999
"['dr', 'manish', 'joshi', 'and', 'dr', 'shashikiran', 'ha', 'treat', 'my', 'husband', 'the', 'treat', 'provid', 'to', 'him', 'is', 'veri', 'help', 'for', 'him', 'to', 'recov', 'nurs', 'staff', 'are', 'also', 'veri', 'care']",1,4,0.0
"['my', 'father', 'had', 'colorect', 'and', 'gallbladd', 'surgeri', 'perform', 'by', 'dr', 'shabbir', 'ahmad', 'and', 'we', 'were', 'all', 'impress', 'with', 'hi', 'patienc', 'and', 'attent', 'natur']",1,5,0.0
"['dr', 'anil', 'kumar', 'anand', 'kustagi', 'ha', 'provid', 'amaz', 'treatment', 'that', 'help', 'to', 'recov', 'soon', 'nurs', 'particularli', 'teena', 'had', 'taken', 'care', 'of', 'us', 'veri', 'care']",1,5,0.0
"['savio', 'music', 'chang', 'the', 'mood', 'and', 'made', 'the', 'stress', 'less', 'thank', 'you', 'for', 'the', 'music', 'thank', 'for', 'dr', 'nagabhusan', 'sir', 'and', 'dr', 'divya', 'madam', 'to', 'support', 'us']",1,4,-0.16666666666666666
"['i', 'am', 'veri', 'impress', 'with', 'dr', 'narayan', 'huls', '', 'veri', 'care', 'intellig', '', 'compassion', 'toward', 'hi', 'work', 'he', 'had', 'given', 'me', 'confid', 'to', 'undergo', 'bilater', 'knee', 'replac', 'so', 'i', 'did', 'and', 'i', 'am', 'veri', 'happi', 'with', 'my', 'decis', 'great', 'person']",1,5,0.8
"['dr', 'raju', 'g', 'h', 'counsel', 'treat', 'for', 'gallbladd', 'stone', 'he', 'is', 'an', 'excel', 'doctor', 'with', 'human', 'nurs', 'staff', 'in', '6th', 'floor', 'are', 'veri', 'care', 'the', 'process', 'is', 'veri', 'fast', 'compar', 'to', 'other', 'hospit']",1,4,0.025000000000000005
"['dr', 'manisha', 'rajpal', 'singh', 'she', 'is', 'veri', 'smart', 'we', 'realli', 'appreci', 'her', 'kind', 'and', 'compasion']",1,5,0.40714285714285714
"['she', 'hold', 'the', 'skill', 'necessari', 'for', 'those', 'who', 'suffer', 'with', 'endometriosi', 'her', 'flexibl', 'to', 'adapt', 'to', 'the', 'treatment', 'she', 'give', 'us', 'courag']",1,5,0.0
"['thi', 'feedback', 'is', 'the', 'express', 'of', 'my', 'gratitud', 'and', 'experi', 'which', 'may', 'be', 'benefit', 'for', 'the', 'patient', 'and', 'their', 'famili']",1,5,0.0
"['hospit', 'servic', 'are', 'veri', 'good', 'extrem', 'well', 'maintain', 'hospit', 'with', 'a', 'terrif', 'team', 'of', 'doctor', 'with', 'a', 'human', 'approach', 'toward', 'patient', 'who', 'leav', 'no', 'stone', 'unturn', 'for', 'a', 'patient', 'and', 'stand', 'by', 'you', 'on', 'the', 'journey', 'to', 'recoveri']",1,4,0.35
"['overal', 'had', 'a', 'veri', 'good', 'experi', 'and', 'feel', 'at', 'home', 'everi', 'staff', 'have', 'taken', 'a', 'great', 'care', 'of', 'me', 'im', 'veri', 'grate', 'to', 'all', 'the', 'staff', 'who', 'ha', 'help', 'me', 'recov', 'by', 'treat', 'me', 'with', 'utmost', 'care']",1,5,0.75
"['forti', 'is', 'a', 'much', 'reliabl', 'hospit', 'where', 'everi', 'patient', 'who', 'visit', 'the', 'hospit', 'is', 'treat', 'like', 'a', 'famili', 'wish', 'the', 'team', 'a', 'grand', 'success', 'a', 'bright', 'futur', 'and', 'good', 'speed']",1,4,0.4800000000000001
"['my', 'entir', 'pregnanc', 'experi', 'at', 'forti', 'wa', 'phenomen', 'from', 'prenat', 'to', 'deliveri', '', 'my', 'experi', 'of', 'be', 'a', 'first', 'time', 'mother', 'wa', 'made', 'the', 'most', 'memor', 'experi', 'thank', 'you', '', 'gayatri', 'd', 'kamath', 'and', 'team', 'for', 'make', 'the', 'happiest', 'day', 'of', 'my', 'life', 'even', 'better', '']",1,5,0.4166666666666667
"['excel', 'servic', 'everyth', 'is', 'well', 'taken', 'care', 'of', 'by', 'the', 'staff', 'here', 'food', 'is', 'also', 'good', 'veri', 'neatli', 'maintain', 'room', 'i', 'am', 'fulli', 'satisfi', 'with', 'the', 'treatment', 'and', 'hospit', 'at', 'thi', 'hospit', 'thank', 'you', 'so', 'much', 'forti', 'team']",1,5,0.44999999999999996
"['dr', 'sheela', 'is', 'a', 'veri', 'profession', 'and', 'experienc', 'doctor', 'good', 'facil', 'and', 'the', 'staff', 'is', 'good', 'too', 'howev', 'dure', 'insur', 'clearanc', 'you', 'may', 'have', 'to', 'face', 'a', 'littl', 'issu', 'overal', 'veri', 'good', 'hospit', 'with', 'great', 'facil']",1,4,0.7249999999999999
"['dr', 'raju', 'sir', 'and', 'team', 'are', 'veri', 'good', 'and', 'the', 'servic', 'of', 'all', 'staff', 'member', 'is', 'veri', 'good', 'facil', 'in', 'hospit', 'are', 'excel', 'and', 'accur']",1,5,0.7
"['had', 'come', 'for', 'ear', 'surgeri', 'for', 'my', 'brother', 'under', 'dr', 'athira', 'ramakrishnan', 'she', 'had', 'given', 'excel', 'treatment']",1,4,0.0
"['she', 'had', 'an', 'effect', 'commun', 'with', 'the', 'patient', 'and', 'explain', 'everyth', 'thoroughli', 'the', 'nurs', 'servic', 'were', 'realli', 'good', 'be', 'avail', 'all', 'the', 'time', 'around', 'veri', 'happi', 'with', 'the', 'servic', 'given', 'by', 'the', 'support', 'staff', 'as', 'well', 'all', 'the', 'staff', 'perform', 'their', 'duti', 'realli', 'well', 'thank', 'you', 'all']",1,5,0.7
"['recommend', 'doctor', 'and', 'hospit', 'for', 'cardiac', 'surgeri', 'dr', 'vivek', 'jawali', 'dr', 'murali', 'manohar', 'dr', 'nikhil', 'are', 'excelk', 'team', 'doctor', 'suraksha', 'alida', 'aneesha', 'support', 'staff', 'are', 'extrem', 'good', 'care', 'food', 'is', 'hygien', 'and', 'time']",1,5,0.32499999999999996
"['dr', 'usha', 'b', 'r', 'is', 'veri', 'well', 'experienc', 'and', 'knowledg', 'she', 'treat', 'patient', 'as', 'her', 'friend', 'build', 'that', 'confid', 'and', 'bond', 'with', 'patient', 'to', 'make', 'them', 'comfort']",1,5,0.0
"['overal', 'good', 'experi', 'with', 'her', 'daycar', 'all', 'nurs', 'staff', 'are', 'veri', 'care', 'and', 'alway', 'avail', 'thank', 'to', 'dr', 'usha', 'and', 'her', 'team']",1,4,0.7
"['dr', 'shabeer', 'ahm', 'ha', 'provid', 'prompt', 'treatment', 'and', 'it', 'help', 'me', 'to', 'recov', 'nurs', 'are', 'also', 'veri', 'good', 'theyr', 'veri', 'help', 'and', 'humbl']",1,5,0.7
"['veri', 'satisfi', 'with', 'dr', 's', 's', 'praharaj', 'nice', 'we', 'did', 'my', 'surgeri', 'super', 'nurs', 'staff', 'from', 'morn', 'till', 'night', 'they', 'took', 'care', 'veri', 'effici', 'onc', 'we', 'press', 'the', 'call', 'bell', 'they', 'will', 'alway', 'come', 'immedi', 'food', 'and', 'clean', 'team', 'alway', 'on', 'time', 'overal', 'good', 'servic']",1,4,0.5
"['dr', 'usha', 'b', 'r', 'is', 'friendli', 'and', 'analysi', 'the', 'medic', 'condit', 'veri', 'effici', 'she', 'took', 'care', 'veri', 'well', 'nurs', 'staff', 'are', 'veri', 'veri', 'cooper', 'special', 'thank', 'to', 'sister', 'shalini', 'we', 'like', 'the', 'environ', 'veri', 'much', 'and', 'hope', 'for', 'the', 'best', 'result', 'thank', 'u', 'all']",1,5,0.5190476190476191
"['the', 'treatment', 'wa', 'veri', 'good', 'from', 'the', 'hospit', 'they', 'guid', 'us', 'in', 'each', 'and', 'everi', 'step', 'the', 'doctor', 'includ', 'gayathri', 'kamat', 'and', 'swetha', 'mam', 'are', 'realli', 'good', 'and', 'care', 'it', 'wa', 'nice', 'to', 'get', 'the', 'treatment', 'done', 'at', 'forti']",1,5,0.6666666666666666
"['dr', 'sudha', 'vinod', 'menon', 'is', 'an', 'amaz', 'doctor', 'she', 'ha', 'explain', 'everyth', 'to', 'us', 'properli', 'all', 'the', 'nurs', 'are', 'veri', 'good', 'and', 'care']",1,4,0.7
"['my', 'wife', 'wa', 'admit', 'recent', 'for', 'an', 'emerg', 'while', 'she', 'is', 'expect', 'and', 'we', 'are', 'extrem', 'satisfi', 'with', 'all', 'the', 'servic', 'provid', 'by', 'doctor', 'and', 'nurs', 'right', 'from', 'the', 'emerg', 'depart', 'till', 'our', 'discharg']",1,5,0.14285714285714285
"['special', 'thank', 'to', 'dr', 'chaitra', 'and', 'dr', 'mangala', 'for', 'a', 'thorough', 'checkup', 'and', 'dilig', 'treatment', 'approach', 'dure', 'thi', 'visit']",1,5,0.35714285714285715
"['i', 'visit', 'dr', 'usha', 'from', 'gynecolog', 'depart', 'at', 'forti', 'bannerghatta', 'the', 'diagnosi', 'wa', 'apt', 'and', 'had', 'to', 'go', 'though', 'a', 'minor', 'surgeri', 'later', 'i', 'wa', 'treat', 'well', 'by', 'all', 'the', 'doctor', 'and', 'nurs', 'everyon', 'wa', 'realli', 'corpor', 'and', 'help']",1,4,0.18333333333333332
"['i', 'am', 'veri', 'thank', 'to', 'thi', 'hospit', 'and', 'dr', 'for', 'cure', 'my', 'father', 'health', 'problem', 'with', 'hi', 'skill', 'treatment', 'i', 'realli', 'appreci', 'all', 'the', 'doctor', 'team', 'and', 'nurs', 'staff', 'for', 'their', 'commit', 'excel', 'servic']",1,5,0.0
"['we', 'are', 'realli', 'satisfi', 'with', 'the', 'servic', 'from', 'forti', 'there', 'is', 'no', 'neg', 'point', 'about', 'thi', 'hospit', 'well', 'maintain', 'and', 'veri', 'systemat', 'the', 'best', 'part', 'is', 'your', 'time', 'will', 'not', 'be', 'wast', 'even', 'for', '1', 'min', 'thank', 'for', 'the', 'doctor', 'and', 'all', 'other', 'worker']",1,3,0.4375
"['had', 'an', 'emerg', 'visit', 'to', 'the', 'hospit', 'with', 'my', 'father', 'who', 'wa', 'hospitalis', 'for', 'a', 'coupl', 'of', 'day', 'due', 'to', 'a', 'surgeri', 'the', 'doctor', 'and', 'staff', 'of', 'the', 'hospit', 'took', 'utmost', 'care', 'the', 'best', 'part', 'of', 'the', 'hospit', 'is', 'that', 'the', 'team', 'follow', 'it', 'process', 'and', 'protocol', 'so', 'well']",1,5,0.4375
"['good', 'hospit', '', 'servic']",1,5,0.7
"['great', 'hospit', 'with', 'qualiti', 'standard']",1,4,0.4
"['dr', 'chaya', 'patel', 'is', 'a', 'veri', 'good', 'doctor', 'know', 'her', 'from', '10', 'year', 'polit', 'and', 'experienc']",1,5,0.7
"['diagnosi', 'treatment', 'and', 'care', 'are', 'good', 'it', 'is', 'a', 'big', 'organis', 'and', 'a', 'larg', 'team', 'of', 'doctor', 'and', 'support', 'staff', 'do', 'a', 'decent', 'job', 'cost', 'is', 'bit', 'on', 'the', 'higher', 'side', 'a', 'cot', 'could', 'be', 'provid', 'for', 'attend', 'in', 'gener', 'ward', 'discharg', 'process', 'wa', 'not', 'smooth']",1,3,0.18333333333333335
"['the', 'ward', 'wa', 'also', 'veri', 'clean', 'and', 'well', 'maintain', 'we', 'had', 'chosen', 'a', 'twin', 'share', 'room']",1,5,0.3666666666666667
"['the', 'pulmonologist', 'team', 'did', 'a', 'veri', 'thorough', 'diagnosi', 'and', 'suggest', 'the', 'best', 'cours', 'of', 'treatment']",1,5,1.0
"['my', 'entir', 'pregnanc', 'experi', 'at', 'forti', 'wa', 'phenomen', 'from', 'prenat', 'to', 'deliveri', '', 'my', 'experi', 'of', 'be', 'a', 'first', 'time', 'mother', 'wa', 'made', 'the', 'most', 'memor', 'experi', 'thank', 'you', '', 'gayatri', 'd', 'kamath', 'and', 'team', 'for', 'make', 'the', 'happiest', 'day', 'of', 'my', 'life', 'even', 'better', '']",1,4,0.4166666666666667
"['dr', 'sheela', 'is', 'a', 'veri', 'profession', 'and', 'experienc', 'doctor', 'good', 'facil', 'and', 'the', 'staff', 'is', 'good', 'too', 'howev', 'dure', 'insur', 'clearanc', 'you', 'may', 'have', 'to', 'face', 'a', 'littl', 'issu', 'overal', 'veri', 'good', 'hospit', 'with', 'great', 'facil']",1,5,0.7249999999999999
"['it', 'is', 'a', 'big', 'organis', 'and', 'a', 'larg', 'team', 'of', 'doctor', 'and', 'support', 'staff', 'do', 'a', 'decent', 'job', 'cost', 'is', 'bit', 'on', 'the', 'higher', 'side']",1,4,0.13888888888888887
"['they', 'were', 'a', 'great', 'support', 'dure', 'the', 'difficult', 'time', 'night', 'staff', 'were', 'except', 'alway', 'run', 'to', 'peopleâ€™', 'aid', 'i', 'felt', 'they', 'were', 'overload', 'with', 'work']",1,5,0.15000000000000002
"['over', 'all', 'great', 'servic', 'and', 'support', 'all', 'of', 'staff', 'member', 'were', 'awesom', 'peopl']",1,4,0.8
"['aster', 'hospit', 'ha', 'the', 'latest', 'system', 'and', 'techniqu', 'the', 'hospit', 'is', 'veri', 'clean', 'and', 'well', 'maintain']",1,4,0.43333333333333335
"['i', 'wholeheartedli', 'recommend', 'them', 'to', 'anyon', 'in', 'need', 'of', 'cardiac', 'care', 'their', 'combin', 'of', 'medic', 'expertis', 'and', 'genuin', 'compass', 'is', 'truli', 'remark']",1,5,-0.05
"['they', 'are', 'master', 'in', 'consult', 'treatment', 'lab', 'servic', 'and', 'car', 'special', 'thank', 'to', 'emerg', 'icu', 'insur', 'and', 'secur', 'team']",1,4,0.35714285714285715
"['overal', 'help', 'staff', 'and', 'good', 'servic']",1,5,0.7
"['crowd', 'manag', 'can', 'be', 'improv', 'and', 'nurs', 'support', 'staff', 'can', 'be', 'increas', 'in', 'depart']",1,3,0.0
"['worst', 'hospit', 'onli', 'becaus', 'of', 'good', 'doctor', 'we', 'came', 'here', 'except', 'that', 'each', 'and', 'everi', 'thing', 'here', 'is', 'worst']",0,2,-0.43333333333333335
"['aster', 'cmi', 'is', 'one', 'of', 'the', 'best', 'hospit', 'with', 'good', 'facil', 'and', 'the', 'top', 'consult', 'in', 'the', 'south', 'india']",1,4,0.7333333333333334
"['i', 'would', 'strongli', 'recommend', 'thi', 'hospit', 'to', 'whoever', 'want', 'top', 'class', 'treatment', 'and', 'best', 'administr', 'servic']",1,4,0.75
"['one', 'of', 'the', 'best', 'hospit', 'with', 'good', 'facil', 'we', 'had', 'taken', 'full', 'bodi', 'checkup', 'for', 'both', 'realli', 'good', 'staff', 'and', 'friendli', 'staff']",1,5,0.6875
"['we', 'were', 'in', 'the', 'gener', 'ward', 'and', 'there', 'wa', 'no', 'nurs', 'call', 'option', 'provid']",0,2,0.0
"['admit', 'for', 'dengu', 'treatment', 'under', 'doctor', 'brunda', 'madam', 'doctor', 'treat', 'veri', 'well', 'and', 'help', 'me', 'to', 'get', 'platlet', 'improv', 'within', 'a', 'short', 'time']",1,4,0.0
"['i', 'got', 'a', 'posit', 'vibe', 'while', 'leav', 'the', 'hospit', 'they', 'provid', 'get', 'well', 'soon', 'card', 'for', 'me', 'excel', 'servic', 'treatment']",1,4,0.0
"['if', 'you', 'have', 'enough', 'money', 'then', 'you', 'can', 'choos', 'thi', 'hospit', 'there', 'is', 'no', 'limit', 'on', 'loot', 'patient', 'here']",1,3,0.0
"['for', 'hospit', 'below', 'is', 'feedback', 'senior', 'doctor', 'are', 'good', 'jr', 'doctor', 'are', 'not', 'share', 'or', 'respond', 'for', 'ani', 'queri']",1,3,0.7
"['nurs', 'station', 'support', 'is', 'veri', 'poor', 'we', 'have', 'to', 'follow', 'up', 'for', 'everyth']",0,2,-0.4
"['they', 'just', 'say', 'wait', 'doctor', 'will', 'come', 'or', 'test', 'will', 'start', 'no', 'proper', 'data', 'they', 'have']",0,1,0.0
"['fantast', 'treatment', 'doctor', 'nagamalesh', 'sir', 'remov', 'two', 'block', 'success', 'and', 'he', 'made', 'me', 'veri', 'comfort', 'procedur', 'time', 'awesom', 'support']",1,4,0.3
"['dr', 'somshekar', 'is', 'the', 'best', 'he', 'gave', 'my', 'mom', 'a', 'second', 'life']",1,4,0.5
"['staff', 'are', 'friendli', 'and', 'excel', 'in', 'whatev', 'servic', 'they', 'render']",1,5,0.0
"['thi', 'is', 'an', 'extrem', 'expens', 'hospit', 'which', 'cannot', 'be', 'afford', 'without', 'insur']",1,3,0.0
"['in', 'patient', 'care', 'wa', 'great', 'dure', 'the', 'first', 'few', 'day', 'nurs', 'team', 'wa', 'veri', 'fast', 'to', 'respond', 'and', 'veri', 'friendli']",1,4,0.2625
"['regular', 'visit', 'by', 'the', 'doctor', 'excel', 'hous', 'keep']",1,5,0.0
